city,city_ascii,lat,lng,pop,country,iso2,iso3,province,id
Felipe Carrillo Puerto,Felipe Carrillo Puerto,19.58039268,-88.04998499,23958,Mexico,MX,MEX,Quintana Roo,4020
Tizimin,Tizimin,21.13042727,-88.14997888,41322.5,Mexico,MX,MEX,Yucatán,4021
Valladolid,Valladolid,20.67040367,-88.20000167,44071,Mexico,MX,MEX,Yucatán,4022
Izamal,Izamal,20.93041363,-89.02005497,14570,Mexico,MX,MEX,Yucatán,4023
Ticul,Ticul,20.40039431,-89.53002385,30400.5,Mexico,MX,MEX,Yucatán,4024
Ensenada,Ensenada,31.86997845,-116.6199982,238751,Mexico,MX,MEX,Baja California,4025
Saltillo,Saltillo,25.41995872,-101.0049823,679286.5,Mexico,MX,MEX,Coahuila,4026
Ciudad Juárez,Ciudad Juarez,31.69037701,-106.4900481,1343000,Mexico,MX,MEX,Chihuahua,4027
Delicias,Delicias,28.19996991,-105.4999793,108876,Mexico,MX,MEX,Chihuahua,4028
Durango,Durango,24.03110292,-104.67003,456368.5,Mexico,MX,MEX,Durango,4029
Los Mochis,Los Mochis,25.78998781,-108.9999982,231824,Mexico,MX,MEX,Sinaloa,4030
Ciudad Victoria,Ciudad Victoria,23.71995913,-99.12998051,272411.5,Mexico,MX,MEX,Tamaulipas,4031
Aguascalientes,Aguascalientes,21.87945992,-102.2904135,763589.5,Mexico,MX,MEX,Aguascalientes,4032
Manzanillo,Manzanillo,19.04958662,-104.3230851,85236.5,Mexico,MX,MEX,Colima,4033
Tehuantepec,Tehuantepec,16.32999676,-95.229986,40082.5,Mexico,MX,MEX,Oaxaca,4034
Villahermosa,Villahermosa,17.99997235,-92.89997319,395482.5,Mexico,MX,MEX,Tabasco,4035
Cuernavaca,Cuernavaca,18.92110476,-99.23999964,591551.5,Mexico,MX,MEX,Morelos,4036
Queretaro,Queretaro,20.63001853,-100.3799817,786392.5,Mexico,MX,MEX,Querétaro,4037
Tapachula,Tapachula,14.89998069,-92.2699858,209741,Mexico,MX,MEX,Chiapas,4038
Chetumal,Chetumal,18.50001935,-88.29999557,144464.5,Mexico,MX,MEX,Quintana Roo,4039
Progreso,Progreso,21.28331199,-89.66657882,33892.5,Mexico,MX,MEX,Yucatán,4040
Cabo San Lucas,Cabo San Lucas,22.89275617,-109.9045164,39492.5,Mexico,MX,MEX,Baja California Sur,4041
Monclova,Monclova,26.89999758,-101.4199958,216004,Mexico,MX,MEX,Coahuila,4042
Ometepec,Ometepec,16.68005292,-98.42002385,24036,Mexico,MX,MEX,Guerrero,4043
Cozumel,Cozumel,20.51000002,-86.95000045,67634,Mexico,MX,MEX,Quintana Roo,4044
Mexicali,Mexicali,32.64998252,-115.4800161,736138.5,Mexico,MX,MEX,Baja California,4045
La Paz,La Paz,24.13995933,-110.3199952,180626,Mexico,MX,MEX,Baja California Sur,4046
Torreon,Torreon,25.57005292,-103.4200029,834033,Mexico,MX,MEX,Coahuila,4047
Culiacan,Culiacan,24.82999473,-107.3799679,695734.5,Mexico,MX,MEX,Sinaloa,4048
Nogales,Nogales,31.30500002,-110.9449958,99402,Mexico,MX,MEX,Sonora,4049
Hermosillo,Hermosillo,29.09888145,-110.954065,554373,Mexico,MX,MEX,Sonora,4050
Guaymas,Guaymas,27.93001223,-110.8899862,84496.5,Mexico,MX,MEX,Sonora,4051
San Luis Potosi,San Luis Potosi,22.16997622,-100.9999956,834852,Mexico,MX,MEX,San Luis Potosí,4052
Matamoros,Matamoros,25.87998232,-97.50000248,451394.5,Mexico,MX,MEX,Tamaulipas,4053
Nuevo Laredo,Nuevo Laredo,27.4999868,-99.55000655,255152.5,Mexico,MX,MEX,Tamaulipas,4054
Colima,Colima,19.22997479,-103.7200104,175261,Mexico,MX,MEX,Colima,4055
Campeche,Campeche,19.82998985,-90.49999048,204048.5,Mexico,MX,MEX,Campeche,4056
Oaxaca,Oaxaca,17.08268984,-96.66994979,396647,Mexico,MX,MEX,Oaxaca,4057
Leon,Leon,21.1499868,-101.7000304,1301313,Mexico,MX,MEX,Guanajuato,4058
Tijuana,Tijuana,32.50001752,-117.079996,1464728.5,Mexico,MX,MEX,Baja California,4059
Chihuahua,Chihuahua,28.64498151,-106.0849823,750633.5,Mexico,MX,MEX,Chihuahua,4060
Mazatlan,Mazatlan,23.22110069,-106.4200007,361460.5,Mexico,MX,MEX,Sinaloa,4061
Tampico,Tampico,22.30001996,-97.87000574,578351.5,Mexico,MX,MEX,Tamaulipas,4062
Acapulco,Acapulco,16.84999086,-99.91597905,683860,Mexico,MX,MEX,Guerrero,4063
Veracruz,Veracruz,19.17734235,-96.15998092,573638,Mexico,MX,MEX,Veracruz,4064
Tuxtla Gutierrez,Tuxtla Gutierrez,16.74999697,-93.1500096,473719,Mexico,MX,MEX,Chiapas,4065
Cancun,Cancun,21.16995974,-86.83000777,489452.5,Mexico,MX,MEX,Quintana Roo,4066
Merida,Merida,20.96663881,-89.61663355,841087.5,Mexico,MX,MEX,Yucatán,4067
Guadalajara,Guadalajara,20.67001609,-103.3300342,2919294.5,Mexico,MX,MEX,Jalisco,4068
Puebla,Puebla,19.04995994,-98.20003727,1793549.5,Mexico,MX,MEX,Puebla,4069
Monterrey,Monterrey,25.66999514,-100.3299848,2417437,Mexico,MX,MEX,Nuevo León,4070
Mexico City,Mexico City,19.44244244,-99.1309882,14919501,Mexico,MX,MEX,Distrito Federal,4071
Dubasari,Dubasari,47.2630556,29.1608333,23254,Moldova,MD,MDA,Transnistria,4072
Balti,Balti,47.75908612,27.90531449,135022.5,Moldova,MD,MDA,Balti,4073
Cahul,Cahul,45.90788129,28.19444413,48949.5,Moldova,MD,MDA,Cahul,4074
Tiraspol,Tiraspol,46.85309491,29.63998897,137097,Moldova,MD,MDA,Bender,4075
Chisinau,Chisinau,47.00502362,28.85771114,662064,Moldova,MD,MDA,Chisinau,4076
Monaco,Monaco,43.73964569,7.406913173,36371,Monaco,MC,MCO,,4077
Suchboatar,Suchboatar,50.24999712,106.2000006,24235,Mongolia,MN,MNG,Selenge,4078
Dzuunmod,Dzuunmod,47.71099805,106.9470006,17738,Mongolia,MN,MNG,Töv,4079
Tsetserleg,Tsetserleg,47.47688112,101.4501794,18056,Mongolia,MN,MNG,Arhangay,4080
Olgiy,Olgiy,48.93369143,89.95000281,31667,Mongolia,MN,MNG,Bayan-Ölgiy,4081
Ulaan-Uul,Ulaan-Uul,44.33371381,111.2333032,3726,Mongolia,MN,MNG,Dornogovi,4082
Hodrogo,Hodrogo,48.96642845,96.7832808,10,Mongolia,MN,MNG,Dzavhan,4083
Buyant-Uhaa,Buyant-Uhaa,44.86660118,110.1500101,8776,Mongolia,MN,MNG,Dornogovi,4084
Ondorhaan,Ondorhaan,47.31668418,110.6500313,12433.5,Mongolia,MN,MNG,Hentiy,4085
Bayankhongor,Bayankhongor,46.30000205,100.9833345,26252,Mongolia,MN,MNG,Bayanhongor,4086
Uliastay,Uliastay,47.75001691,96.81671545,8056,Mongolia,MN,MNG,Dzavhan,4087
Altay,Altay,46.39612022,95.8450435,32488,Mongolia,MN,MNG,Govi-Altay,4088
Moron,Moron,49.6452759,100.1544445,24608.5,Mongolia,MN,MNG,Hövsgöl,4089
Ulaangom,Ulaangom,49.98331728,92.0666178,31940.5,Mongolia,MN,MNG,Uvs,4090
Bulgan,Bulgan,48.81059816,103.5317061,17348,Mongolia,MN,MNG,Bulgan,4091
Mandalgovi,Mandalgovi,45.74998395,106.2660095,2984,Mongolia,MN,MNG,Dundgovi,4092
Darhan,Darhan,49.61669883,106.3500354,74738,Mongolia,MN,MNG,Selenge,4093
Dzuunharaa,Dzuunharaa,48.86658958,106.4666174,16074,Mongolia,MN,MNG,Selenge,4094
Arvayheer,Arvayheer,46.24997927,102.7665848,28053,Mongolia,MN,MNG,Övörhangay,4095
Baruun Urt,Baruun Urt,46.69997764,113.2833073,15805,Mongolia,MN,MNG,Sühbaatar,4096
Dalandzadgad,Dalandzadgad,43.58355288,104.4402811,13491,Mongolia,MN,MNG,Ömnögovi,4097
Dund-Us,Dund-Us,48.01664146,91.63325924,26596.5,Mongolia,MN,MNG,Hovd,4098
Choybalsan,Choybalsan,48.06658673,114.5060233,33376,Mongolia,MN,MNG,Dornod,4099
Erdenet,Erdenet,49.05329653,104.118337,79647,Mongolia,MN,MNG,Orhon,4100
Ulaanbaatar,Ulaanbaatar,47.9166734,106.9166158,827306,Mongolia,MN,MNG,Ulaanbaatar,4101
Podgorica,Podgorica,42.46597251,19.26630692,141161.5,Montenegro,ME,MNE,Podgorica,4102
Ksar El Kebir,Ksar El Kebir,35.02038047,-5.909985801,207676.5,Morocco,MA,MAR,Tanger - Tétouan,4103
Larache,Larache,35.20042116,-6.160022218,114688,Morocco,MA,MAR,Tanger - Tétouan,4104
Taza,Taza,34.22037762,-4.019971966,170761.5,Morocco,MA,MAR,Taza - Al Hoceima - Taounate,4105
Ouezzane,Ouezzane,34.81034161,-5.570006553,64171,Morocco,MA,MAR,Gharb - Chrarda - Béni Hssen,4106
Kenitra,Kenitra,34.27040041,-6.579996583,459178,Morocco,MA,MAR,Gharb - Chrarda - Béni Hssen,4107
Settat,Settat,33.01042564,-7.620010622,140415,Morocco,MA,MAR,Chaouia - Ouardigha,4108
Er Rachidia,Er Rachidia,31.94041343,-4.449971559,228489,Morocco,MA,MAR,Meknès - Tafilalet,4109
Meknes,Meknes,33.90042299,-5.559981325,621666.5,Morocco,MA,MAR,Meknès - Tafilalet,4110
Tiznit,Tiznit,29.71042035,-9.73998458,56398.5,Morocco,MA,MAR,Souss - Massa - Draâ,4111
El Jadida,El Jadida,33.2603587,-8.509982138,164009.5,Morocco,MA,MAR,Doukkala - Abda,4112
Dawra,Dawra,27.46290895,-12.99218917,10,Morocco,MA,MAR,Laâyoune - Boujdour - Sakia El Hamra,4113
Lemsid,Lemsid,26.54818656,-13.84819219,100,Morocco,MA,MAR,Laâyoune - Boujdour - Sakia El Hamra,4114
Tan Tan,Tan Tan,28.43039512,-11.10003076,63396,Morocco,MA,MAR,Guelmim - Es-Semara,4115
Bir Anzarane,Bir Anzarane,23.88374758,-14.53330957,6597,Morocco,MA,MAR,Oued el Dahab,4116
Tangier,Tangier,35.74728701,-5.832703696,719208,Morocco,MA,MAR,Tanger - Tétouan,4117
Agadir,Agadir,30.43998822,-9.620043581,752031.5,Morocco,MA,MAR,Souss - Massa - Draâ,4118
Goulimine,Goulimine,28.97997398,-10.07001611,106748,Morocco,MA,MAR,Guelmim - Es-Semara,4119
Smara,Smara,26.73328941,-11.68332849,48149,Morocco,MA,MAR,Guelmim - Es-Semara,4120
Ad Dakhla,Ad Dakhla,23.71405588,-15.93681087,82146,Morocco,MA,MAR,Oued el Dahab,4121
Oujda,Oujda,34.69001304,-1.909971559,407322,Morocco,MA,MAR,Oriental,4122
Safi,Safi,32.31997683,-9.239989259,320819.5,Morocco,MA,MAR,Doukkala - Abda,4123
Laayoune,Laayoune,27.14998232,-13.20000594,182224.5,Morocco,MA,MAR,Laâyoune - Boujdour - Sakia El Hamra,4124
Fez,Fez,34.05459963,-5.000377239,983445.5,Morocco,MA,MAR,Fès - Boulemane,4125
Rabat,Rabat,34.02529909,-6.83613082,1680376.5,Morocco,MA,MAR,Rabat - Salé - Zemmour - Zaer,4126
Marrakesh,Marrakesh,31.6299931,-7.999987428,855648,Morocco,MA,MAR,Marrakech - Tensift - Al Haouz,4127
Casablanca,Casablanca,33.59997622,-7.616367433,3162954.5,Morocco,MA,MAR,Grand Casablanca,4128
Moatize,Moatize,-16.09954832,33.95001013,40536.5,Mozambique,MZ,MOZ,Tete,4129
Luangwa,Luangwa,-15.61957762,30.41001949,3065,Mozambique,MZ,MOZ,Tete,4130
Manica,Manica,-18.96960569,32.87999792,3713.5,Mozambique,MZ,MOZ,Manica,4131
Espungabera,Espungabera,-20.45013548,32.77003048,393,Mozambique,MZ,MOZ,Manica,4132
Montepuez,Montepuez,-13.11957518,39.0000378,49041,Mozambique,MZ,MOZ,Cabo Delgado,4133
Mocimboa,Mocimboa,-11.31958169,40.34998124,27909,Mozambique,MZ,MOZ,Cabo Delgado,4134
Marrupa,Marrupa,-13.19838174,37.49945756,8762,Mozambique,MZ,MOZ,Nassa,4135
Cuamba,Cuamba,-14.78960244,36.53998124,68204.5,Mozambique,MZ,MOZ,Nassa,4136
Ligonha,Ligonha,-15.17567706,37.74001135,3310.5,Mozambique,MZ,MOZ,Nampula,4137
Macia,Macia,-25.01952065,33.09001094,13095,Mozambique,MZ,MOZ,Gaza,4138
Massangena,Massangena,-21.53730426,32.95637569,634.5,Mozambique,MZ,MOZ,Gaza,4139
Mapai,Mapai,-22.84265094,31.96305131,201,Mozambique,MZ,MOZ,Gaza,4140
Dondo,Dondo,-19.61959186,34.7300142,75217.5,Mozambique,MZ,MOZ,Sofala,4141
Chiramba,Chiramba,-16.89210976,34.65585852,556,Mozambique,MZ,MOZ,Sofala,4142
Mocuba,Mocuba,-16.84958006,38.26003129,68984,Mozambique,MZ,MOZ,Zambezia,4143
Nicuadala,Nicuadala,-17.60767332,36.81970577,6945,Mozambique,MZ,MOZ,Zambezia,4144
Maxixe,Maxixe,-23.86602274,35.38855095,112881.5,Mozambique,MZ,MOZ,Inhambane,4145
Panda,Panda,-24.06288654,34.73027258,602,Mozambique,MZ,MOZ,Inhambane,4146
Quissico,Quissico,-24.72568846,34.765981,1210,Mozambique,MZ,MOZ,Inhambane,4147
Vilanculos,Vilanculos,-21.99954995,35.31659338,177,Mozambique,MZ,MOZ,Inhambane,4148
Matola,Matola,-25.96959186,32.46002356,503368,Mozambique,MZ,MOZ,Maputo,4149
Chimoio,Chimoio,-19.12003579,33.47003943,242538.5,Mozambique,MZ,MOZ,Manica,4150
Lichinga,Lichinga,-13.30002928,35.24000891,94333.5,Mozambique,MZ,MOZ,Nassa,4151
Angoche,Angoche,-16.23003131,39.9100081,57835,Mozambique,MZ,MOZ,Nampula,4152
Mocambique,Mocambique,-15.03989895,40.68218367,40700.5,Mozambique,MZ,MOZ,Nampula,4153
Inhambane,Inhambane,-23.85803973,35.33981752,94830,Mozambique,MZ,MOZ,Inhambane,4154
Tete,Tete,-16.17003497,33.58000688,122183,Mozambique,MZ,MOZ,Tete,4155
Pemba,Pemba,-12.98304604,40.53234737,109690,Mozambique,MZ,MOZ,Cabo Delgado,4156
Nampula,Nampula,-15.13604124,39.29304317,386185.5,Mozambique,MZ,MOZ,Nampula,4157
Xai-Xai,Xai-Xai,-25.03998452,33.64000321,128085.5,Mozambique,MZ,MOZ,Gaza,4158
Quelimane,Quelimane,-17.88000812,36.88998572,179032.5,Mozambique,MZ,MOZ,Zambezia,4159
Nacala,Nacala,-14.51861123,40.71502356,212212.5,Mozambique,MZ,MOZ,Nampula,4160
Beira,Beira,-19.82004474,34.87000565,507196.5,Mozambique,MZ,MOZ,Sofala,4161
Maputo,Maputo,-25.95527749,32.58916296,1318806.5,Mozambique,MZ,MOZ,Maputo,4162
Loikaw,Loikaw,19.66500009,97.20600363,17293,Myanmar,MM,MMR,Kayah,4163
Pa-an,Pa-an,16.8499981,97.61670064,50000,Myanmar,MM,MMR,Kayin,4164
Hakha,Haka,22.6500031,93.6167046,20000,Myanmar,MM,MMR,Chin,4165
Taunggyi,Taunggyi,20.78199907,97.03800065,160115,Myanmar,MM,MMR,Shan,4166
Sagaing,Sagaing,21.87999903,95.9619966,78739,Myanmar,MM,MMR,Sagaing,4167
Myingyan,Myingyan,21.46182823,95.39142777,152762.5,Myanmar,MM,MMR,Mandalay,4168
Letpadan,Letpadan,17.78189781,95.74148393,107753.5,Myanmar,MM,MMR,Bago,4169
Taungoo,Taungoo,18.94828656,96.41792843,105590.5,Myanmar,MM,MMR,Bago,4170
Thongwa,Thongwa,16.75469952,96.51931759,35992.5,Myanmar,MM,MMR,Yangon,4171
Mudon,Mudon,16.26183555,97.72146643,120711.5,Myanmar,MM,MMR,Mon,4172
Ye,Ye,15.25326662,97.86786576,50798,Myanmar,MM,MMR,Mon,4173
Mawlamyine,Mawlamyine,16.50042564,97.67004838,400249,Myanmar,MM,MMR,Mon,4174
Kyaukphyu,Kyaukphyu,19.42901315,93.54940356,4261,Myanmar,MM,MMR,Rakhine,4175
Wakema,Wakema,16.61328697,95.18286169,45555,Myanmar,MM,MMR,Ayeyarwady,4176
Labutta,Labutta,16.16189333,94.70144405,1667,Myanmar,MM,MMR,Ayeyarwady,4177
Phyarpon,Phyarpon,16.29325482,95.68288285,63177,Myanmar,MM,MMR,Ayeyarwady,4178
Yandoon,Yandoon,17.04328656,95.64288529,36172,Myanmar,MM,MMR,Ayeyarwady,4179
Hinthada,Hinthada,17.64826255,95.46785722,157837.5,Myanmar,MM,MMR,Ayeyarwady,4180
Pathein,Pathein,16.77040916,94.74996822,216014.5,Myanmar,MM,MMR,Ayeyarwady,4181
Allanmyo,Allanmyo,19.37831199,95.22792354,48446.5,Myanmar,MM,MMR,Magway,4182
Yaynangyoung,Yaynangyoung,20.46145001,94.88096798,104507.5,Myanmar,MM,MMR,Magway,4183
Chauk,Chauk,20.90847699,94.8230387,85016.5,Myanmar,MM,MMR,Magway,4184
Pakokku,Pakokku,21.33204287,95.08664018,125355.5,Myanmar,MM,MMR,Magway,4185
Namtu,Namtu,23.08374473,97.39998734,48591,Myanmar,MM,MMR,Shan,4186
Dawei,Dawei,14.09796246,98.19497758,141497.5,Myanmar,MM,MMR,Tanintharyi,4187
Shwebo,Shwebo,22.57827171,95.6928564,81758.5,Myanmar,MM,MMR,Sagaing,4188
Bago,Bago,17.32001385,96.51497676,264347,Myanmar,MM,MMR,Bago,4189
Pyu,Pyu,18.477876,96.43787553,37652,Myanmar,MM,MMR,Bago,4190
Pyay,Pyay,18.81645998,95.21143876,124833.5,Myanmar,MM,MMR,Bago,4191
Magway,Magway,20.14454429,94.91957027,111463.5,Myanmar,MM,MMR,Magway,4192
Myitkyina,Myitkyina,25.35962648,97.39275264,114997,Myanmar,MM,MMR,Kachin,4193
Monywa,Monywa,22.1049931,95.14999548,204116.5,Myanmar,MM,MMR,Sagaing,4194
Myeik,Myeik,12.45408347,98.61148962,220009,Myanmar,MM,MMR,Tanintharyi,4195
Mandalay,Mandalay,21.96998842,96.08502885,1167000,Myanmar,MM,MMR,Mandalay,4196
Sittwe,Sittwe,20.13999676,92.88000484,178387.5,Myanmar,MM,MMR,Rakhine,4197
Naypyidaw,Naypyidaw,19.76655703,96.11861853,562412,Myanmar,MM,MMR,Mandalay,4198
Rangoon,Rangoon,16.7833541,96.16667761,3694910,Myanmar,MM,MMR,Yangon,4199
Omaruru,Omaruru,-21.43600193,15.95099754,11547,Namibia,NA,NAM,Erongo,4200
Karibib,Karibib,-21.93900292,15.85299646,6898,Namibia,NA,NAM,Erongo,4201
Otavi,Otavi,-19.63999801,17.34200155,4562,Namibia,NA,NAM,Otjozondjupa,4202
Gobabis,Gobabis,-22.455,18.96300054,16321,Namibia,NA,NAM,Omaheke,4203
Karasburg,Karasburg,-28.01959593,18.73998246,5071.5,Namibia,NA,NAM,Karas,4204
Bethanie,Bethanie,-26.49953367,17.15000199,8122,Namibia,NA,NAM,Karas,4205
Oranjemund,Oranjemund,-28.54948606,16.42999426,7223,Namibia,NA,NAM,Karas,4206
Mariental,Mariental,-24.61959674,17.95992672,12670,Namibia,NA,NAM,Hardap,4207
Rehoboth,Rehoboth,-23.31957273,17.0800321,23298,Namibia,NA,NAM,Hardap,4208
Outjo,Outjo,-20.10953611,16.1400378,6363.5,Namibia,NA,NAM,Kunene,4209
Opuwo,Opuwo,-18.05958372,13.82002437,4857,Namibia,NA,NAM,Kunene,4210
Usakos,Usakos,-21.99954995,15.5800203,5393.5,Namibia,NA,NAM,Erongo,4211
Okahandja,Okahandja,-21.97960285,16.91001664,19691,Namibia,NA,NAM,Otjozondjupa,4212
Otjiwarongo,Otjiwarongo,-20.45954059,16.64000728,23019.5,Namibia,NA,NAM,Otjozondjupa,4213
Oshikango,Oshikango,-17.39952065,15.88000199,7540.5,Namibia,NA,NAM,Ohangwena,4214
Cuangar,Cuangar,-17.60953367,18.61998979,425,Namibia,NA,NAM,Kavango,4215
Katima Mulilo,Katima Mulilo,-17.4996179,24.26000728,21748.5,Namibia,NA,NAM,Caprivi,4216
Keetmanshoop,Keetmanshoop,-26.57389606,18.12999385,16823.5,Namibia,NA,NAM,Karas,4217
Maltahöhe,Maltahohe,-24.83999673,16.93998897,2329,Namibia,NA,NAM,Hardap,4218
Swakopmund,Swakopmund,-22.6688631,14.53501949,27269,Namibia,NA,NAM,Erongo,4219
Ongwediva,Ongwediva,-17.78001422,15.77003454,17343,Namibia,NA,NAM,Oshana,4220
Rundu,Rundu,-17.92000568,19.74994665,43485,Namibia,NA,NAM,Kavango,4221
Tsumeb,Tsumeb,-19.24002846,17.71001949,13574.5,Namibia,NA,NAM,Oshikoto,4222
Lüderitz,Luderitz,-26.64800006,15.15942582,14216,Namibia,NA,NAM,Karas,4223
Walvis Bay,Walvis Bay,-22.95752765,14.50530554,49504.5,Namibia,NA,NAM,Erongo,4224
Windhoek,Windhoek,-22.57000608,17.0835461,265464,Namibia,NA,NAM,Khomas,4225
Grootfontein,Grootfontein,-19.56662352,18.11655798,19149.5,Namibia,NA,NAM,Otjozondjupa,4226
Salyan,Sallyan,28.35000004,82.18330255,15000,Nepal,NP,NPL,Rapti,4227
Baglung,Baglung,28.26669606,83.58329762,23296,Nepal,NP,NPL,Dhawalagiri,4228
Jumla,Jumla,29.25000013,82.21670162,9073,Nepal,NP,NPL,Karnali,4229
Bhairawa,Bhairawa,27.53330409,83.38329953,63367,Nepal,NP,NPL,Lumbini,4230
Dandeldhura,Dandeldhura,29.30000416,80.60000455,19014,Nepal,NP,NPL,Mahakali,4231
Dhangarhi,Dhangarhi,28.69499706,80.5930026,92294,Nepal,NP,NPL,Achham,4232
Ramechhap,Ramechhap,27.32599808,86.08699853,15000,Nepal,NP,NPL,Janakpur,4233
Bhimphedi,Bhimphedi,27.5509981,85.13000156,15000,Nepal,NP,NPL,Narayani,4234
Rajbiraj,Rajbiraj,26.5332961,86.73329761,33061,Nepal,NP,NPL,Sagarmatha,4235
Ilam,Ilam,26.90800207,87.92600453,17491,Nepal,NP,NPL,Mechi,4236
Lalitpur,Lalitpur,27.66661745,85.3333337,191208.5,Nepal,NP,NPL,Bhaktapur,4237
Hetauda,Hetauda,27.41668439,85.03335201,158554.5,Nepal,NP,NPL,Narayani,4238
Nepalganj,Nepalganj,28.0503408,81.61666134,64400,Nepal,NP,NPL,Banke,4239
Birganj,Birganj,27.00040489,84.86659216,133238,Nepal,NP,NPL,Narayani,4240
Biratnagar,Biratnagar,26.48374392,87.28334387,182324,Nepal,NP,NPL,Bhojpur,4241
Pokhara,Pokhara,28.26399603,83.97199855,200000,Nepal,NP,NPL,Gorkha,4242
Kathmandu,Kathmandu,27.71669191,85.31664221,895000,Nepal,NP,NPL,Bhaktapur,4243
Assen,Assen,53.00000109,6.550002585,62237,Netherlands,NL,NLD,Drenthe,4244
Arnhem,Arnhem,51.98799603,5.922999562,141674,Netherlands,NL,NLD,Gelderland,4245
Maastricht,Maastricht,50.85299707,5.677002477,122378,Netherlands,NL,NLD,Limburg,4246
Zwolle,Zwolle,52.52400009,6.096996529,111805,Netherlands,NL,NLD,Overijssel,4247
Middelburg,Middelburg,51.50199618,3.609999541,46485,Netherlands,NL,NLD,Zeeland,4248
's-Hertogenbosch,'s-Hertogenbosch,51.68333714,5.316660485,134520,Netherlands,NL,NLD,Noord-Brabant,4249
Eindhoven,Eindhoven,51.42997316,5.50001542,303836.5,Netherlands,NL,NLD,Noord-Brabant,4250
Leeuwarden,Leeuwarden,53.25037884,5.783357298,108601,Netherlands,NL,NLD,Friesland,4251
Groningen,Groningen,53.22040651,6.580001179,198941,Netherlands,NL,NLD,Groningen,4252
Utrecht,Utrecht,52.10034568,5.120038614,478224,Netherlands,NL,NLD,Utrecht,4253
Haarlem,Haarlem,52.38043194,4.629991006,248773.5,Netherlands,NL,NLD,Noord-Holland,4254
Rotterdam,Rotterdam,51.9199691,4.479974323,801599.5,Netherlands,NL,NLD,Zuid-Holland,4255
The Hague,The Hague,52.08003684,4.269961302,953862.5,Netherlands,NL,NLD,Zuid-Holland,4256
Amsterdam,Amsterdam,52.34996869,4.916640176,886318,Netherlands,NL,NLD,Noord-Holland,4257
Noumea,Noumea,-22.26252776,166.4442852,89742.5,New Caledonia,NC,NCL,Sud,4258
Greymouth,Greymouth,-42.47274975,171.2087246,9419,New Zealand,NZ,NZL,West Coast,4259
Upper Hutt,Upper Hutt,-41.13548786,175.0290474,34591,New Zealand,NZ,NZL,Manawatu-Wanganui,4260
Masterton,Masterton,-40.94392332,175.6456506,16720.5,New Zealand,NZ,NZL,Manawatu-Wanganui,4261
Levin,Levin,-40.61236733,175.2772493,18764,New Zealand,NZ,NZL,Manawatu-Wanganui,4262
Waitakere,Waitakere,-36.84959959,174.5500069,83400,New Zealand,NZ,NZL,Auckland,4263
Takapuna,Takapuna,-36.7912569,174.7758329,184815.5,New Zealand,NZ,NZL,Auckland,4264
Whakatane,Whakatane,-37.98291543,176.9999865,20665,New Zealand,NZ,NZL,Bay of Plenty,4265
Ashburton,Ashburton,-43.89790322,171.7300756,8895,New Zealand,NZ,NZL,Canterbury,4266
Kaiapoi,Kaiapoi,-43.3776249,172.6400459,7169,New Zealand,NZ,NZL,Canterbury,4267
New Plymouth,New Plymouth,-39.0641931,174.0805265,46289.5,New Zealand,NZ,NZL,Taranaki,4268
Westport,Westport,-41.77443223,171.5666665,1899,New Zealand,NZ,NZL,West Coast,4269
Hokitika,Hokitika,-42.72568188,170.9681006,2139,New Zealand,NZ,NZL,West Coast,4270
Oamaru,Oamaru,-45.09731321,170.9710005,6628,New Zealand,NZ,NZL,Otago,4271
Palmerston North,Palmerston North,-40.35269326,175.6072033,66551.5,New Zealand,NZ,NZL,Manawatu-Wanganui,4272
Wanganui,Wanganui,-39.9311686,175.0288407,35866.5,New Zealand,NZ,NZL,Manawatu-Wanganui,4273
Hastings,Hastings,-39.63821491,176.8367924,39107,New Zealand,NZ,NZL,Gisborne,4274
Gisborne,Gisborne,-38.64478717,178.0152217,30857.5,New Zealand,NZ,NZL,Gisborne,4275
Rotorua,Rotorua,-38.13458576,176.2454073,51497.5,New Zealand,NZ,NZL,Auckland,4276
Taupo,Taupo,-38.69300128,176.0770455,17480.5,New Zealand,NZ,NZL,Auckland,4277
Tauranga,Tauranga,-37.69642129,176.1536299,84730,New Zealand,NZ,NZL,Bay of Plenty,4278
Timaru,Timaru,-44.38159463,171.2185823,23306,New Zealand,NZ,NZL,Canterbury,4279
Nelson,Nelson,-41.29258421,173.2474507,37133,New Zealand,NZ,NZL,Nelson,4280
Whangarei,Whangarei,-35.71995278,174.3100215,53299.5,New Zealand,NZ,NZL,Northland,4281
Queenstown,Queenstown,-45.02997882,168.6625109,5332,New Zealand,NZ,NZL,Otago,4282
Invercargill,Invercargill,-46.40942951,168.3650097,37135.5,New Zealand,NZ,NZL,Southland,4283
Napier,Napier,-39.4900069,176.9150305,56787,New Zealand,NZ,NZL,Gisborne,4284
Manukau,Manukau,-36.99997801,174.8849735,336141.5,New Zealand,NZ,NZL,Auckland,4285
Hamilton,Hamilton,-37.77000853,175.3000386,112145,New Zealand,NZ,NZL,Auckland,4286
Blenheim,Blenheim,-41.52099404,173.9592419,23056.5,New Zealand,NZ,NZL,Marlborough,4287
Dunedin,Dunedin,-45.87995278,170.4799711,92438.5,New Zealand,NZ,NZL,Otago,4288
Wellington,Wellington,-41.29997394,174.7832743,296300,New Zealand,NZ,NZL,Manawatu-Wanganui,4289
Christchurch,Christchurch,-43.53503131,172.6300207,295351.5,New Zealand,NZ,NZL,Canterbury,4290
